,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
243,2012-01-13,2012,Contraband,Action,Live Action,Contemporary Fiction,25000000,66528000,31878855,98406855.0,January
244,2012-09-28,2012,Looper,Action,Live Action,Science Fiction,30000000,66486205,103980200,170466405.0,September
245,2012-06-29,2012,Tyler Perry's Madea's Witness Protection,Comedy,Live Action,Contemporary Fiction,20000000,65653242,1297645,66950887.0,June
246,2012-05-18,2012,Battleship,Action,Live Action,Contemporary Fiction,220000000,65233400,248244317,313477717.0,May
247,2012-09-28,2012,Pitch Perfect,Comedy,Live Action,Contemporary Fiction,17000000,65001093,51043254,116044347.0,September
248,2012-03-30,2012,Mirror Mirror,Adventure,Live Action,Fantasy,85000000,64935167,108678315,173613482.0,March
249,2012-02-03,2012,Chronicle,Thriller/Suspense,Live Action,Science Fiction,12000000,64575175,59106615,123681790.0,February
250,2012-08-08,2012,Hope Springs,Romantic Comedy,Live Action,Contemporary Fiction,30000000,63536011,69549284,133085295.0,August
251,2012-01-20,2012,Underworld: Awakening,Action,Live Action,Fantasy,70000000,62321039,98058891,160379930.0,January
252,2012-04-20,2012,The Lucky One,Drama,Live Action,Contemporary Fiction,25000000,60457138,36176695,96633833.0,April
253,2012-05-16,2012,The Dictator,Comedy,Live Action,Contemporary Fiction,65000000,59650222,120498675,180148897.0,May
254,2012-08-03,2012,Total Recall,Action,Live Action,Science Fiction,125000000,58877969,152978119,211856088.0,August
255,2012-04-06,2012,American Reunion,Comedy,Live Action,Contemporary Fiction,50000000,56758835,180040376,236799211.0,April
256,2012-08-17,2012,ParaNorman,Adventure,Stop-Motion Animation,Kids Fiction,60000000,56003051,52116611,108119662.0,August
257,2012-02-17,2012,This Means War,Romantic Comedy,Live Action,Contemporary Fiction,65000000,54760791,102213766,156974557.0,February
258,2012-03-02,2012,Project X,Comedy,Live Action,Contemporary Fiction,12000000,54731865,48296323,103028188.0,March
259,2012-02-03,2012,The Woman in Black,Thriller/Suspense,Live Action,Fantasy,15000000,54333290,74622608,128955898.0,February
260,2012-10-19,2012,Paranormal Activity 4,Horror,Live Action,Fantasy,5000000,53900335,88917657,142817992.0,October
261,2012-01-06,2012,The Devil Inside,Horror,Live Action,Fantasy,1000000,53262945,48496545,101759490.0,January
262,2012-08-15,2012,The Odd Life of Timothy Green,Drama,Live Action,Fantasy,40000000,51853450,3395709,55249159.0,August
263,2012-02-17,2012,Ghost Rider: Spirit of Vengeance,Action,Live Action,Contemporary Fiction,57000000,51774002,97443353,149217355.0,February
264,2012-01-27,2012,The Grey,Thriller/Suspense,Live Action,Contemporary Fiction,25000000,51580136,29669040,81249176.0,January
266,2012-08-31,2012,The Possession,Horror,Live Action,Fantasy,14000000,49130588,33794476,82925064.0,August
267,2012-08-03,2012,Diary of a Wimpy Kid: Dog Days,Adventure,Live Action,Kids Fiction,22000000,49008662,28221033,77229695.0,August
268,2012-10-12,2012,Sinister,Horror,Live Action,Contemporary Fiction,3000000,48086903,39640904,87727807.0,October
269,2012-07-06,2012,Savages,Thriller/Suspense,Live Action,Contemporary Fiction,45000000,47323100,35190390,82513490.0,July
270,2012-05-04,2012,The Best Exotic Marigold Hotel,Comedy,Live Action,Contemporary Fiction,10000000,46383639,88256141,134639780.0,May
271,2012-05-25,2012,Moonrise Kingdom,Drama,Live Action,Historical Fiction,16000000,45512466,23335980,68848446.0,May
272,2012-10-12,2012,Here Comes the Boom,Comedy,Live Action,Contemporary Fiction,42000000,45290318,27948940,73239258.0,October
273,2012-11-21,2012,Red Dawn,Action,Live Action,Contemporary Fiction,65000000,44806783,3357367,48164150.0,November
274,2012-04-13,2012,The Three Stooges,Adventure,Live Action,Contemporary Fiction,30000000,44338224,9714025,54052249.0,April
275,2012-09-14,2012,Resident Evil: Retribution,Horror,Live Action,Science Fiction,65000000,42345531,198302098,240647629.0,September
276,2012-04-13,2012,The Cabin in the Woods,Thriller/Suspense,Live Action,Fantasy,30000000,42073277,28616691,70689968.0,April
277,2012-05-18,2012,What to Expect When You're Expecting,Romantic Comedy,Live Action,Contemporary Fiction,37500000,41152203,47320813,88473016.0,May
278,2012-09-21,2012,End of Watch,Thriller/Suspense,Live Action,Contemporary Fiction,15000000,41003371,16583235,57586606.0,September
279,2012-06-15,2012,Rock of Ages,Musical,Live Action,Contemporary Fiction,70000000,38518613,22513319,61031932.0,June
280,2012-06-22,2012,Abraham Lincoln: Vampire Hunter,Horror,Live Action,Fantasy,67500000,37519139,99970591,137489730.0,June
281,2012-08-29,2012,Lawless,Drama,Live Action,Historical Fiction,26000000,37397291,16996396,54393687.0,August
282,2012-12-19,2012,The Guilt Trip,Comedy,Live Action,Contemporary Fiction,40000000,37134215,4160459,41294674.0,December
283,2012-06-15,2012,That's My Boy,Comedy,Live Action,Contemporary Fiction,57500000,36931089,21154146,58085235.0,June
284,2012-09-21,2012,Trouble with the Curve,Drama,Live Action,Contemporary Fiction,60000000,35763137,12055776,47818913.0,September
285,2012-10-05,2012,Frankenweenie,Adventure,Stop-Motion Animation,Fantasy,39000000,35287788,45863000,81150788.0,October
286,2012-07-27,2012,Step Up Revolution,Drama,Live Action,Contemporary Fiction,33000000,35074677,130477613,165552290.0,July
287,2012-02-24,2012,Tyler Perry's Good Deeds,Drama,Live Action,Contemporary Fiction,14000000,35025791,553386,35579177.0,February
288,2012-07-27,2012,The Watch,Comedy,Live Action,Contemporary Fiction,55000000,34353000,32777045,67130045.0,July
289,2012-07-13,2012,2016: Obamaâs America,Documentary,Live Action,Factual,2500000,33349941,0,33349941.0,July
290,2012-09-21,2012,House at the End of the Street,Horror,Live Action,Contemporary Fiction,6900000,31611916,12492066,44103982.0,September
291,2012-04-27,2012,The Pirates! Band of Misfits,Adventure,Stop-Motion Animation,Kids Fiction,55000000,31051126,105092479,136143605.0,April
292,2012-01-13,2012,Joyful Noise,Musical,Live Action,Contemporary Fiction,27500000,30932113,225801,31157914.0,January
293,2012-01-13,2012,The Iron Lady,Drama,Live Action,Dramatization,14000000,29959436,85632668,115592104.0,January
294,2012-04-20,2012,Chimpanzee,Documentary,Live Action,Factual,0,28965459,7869364,36834823.0,April
295,2012-04-27,2012,The Five-Year Engagement,Romantic Comedy,Live Action,Contemporary Fiction,30000000,28700285,32923534,61623819.0,April
296,2012-10-26,2012,Cloud Atlas,Drama,Live Action,Multiple Creative Types,102000000,27108272,103564882,130673154.0,October
297,2012-01-27,2012,One for the Money,Comedy,Live Action,Contemporary Fiction,42000000,26414527,9782694,36197221.0,January
298,2012-10-19,2012,Alex Cross,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,25888412,9538347,35426759.0,October
299,2012-07-05,2012,Katy Perry: Part of Me,Concert/Performance,Live Action,Factual,12000000,25326071,7374368,32700439.0,July
300,2013-11-22,2013,The Hunger Games: Catching Fire,Adventure,Live Action,Science Fiction,130000000,424668047,440200000,864868047.0,November
301,2013-05-03,2013,Iron Man 3,Action,Animation/Live Action,Super Hero,200000000,408992272,806400000,1215392272.0,May
302,2013-11-22,2013,Frozen,Musical,Digital Animation,Kids Fiction,150000000,400738009,867336243,1268074252.0,November
303,2013-07-03,2013,Despicable Me 2,Adventure,Digital Animation,Kids Fiction,76000000,368065385,607151450,975216835.0,July
304,2013-06-14,2013,Man of Steel,Action,Live Action,Super Hero,225000000,291045518,376954000,667999518.0,June
305,2013-10-04,2013,Gravity,Thriller/Suspense,Live Action,Contemporary Fiction,110000000,274092705,415649487,689742192.0,October
306,2013-06-21,2013,Monsters University,Adventure,Digital Animation,Kids Fiction,200000000,268488329,475100000,743588329.0,June
307,2013-12-13,2013,The Hobbit: The Desolation of Smaug,Adventure,Animation/Live Action,Fantasy,250000000,258241522,701996565,960238087.0,December
308,2013-05-24,2013,Fast and Furious 6,Action,Live Action,Contemporary Fiction,160000000,238679850,550620594,789300444.0,May
309,2013-03-08,2013,Oz the Great and Powerful,Adventure,Animation/Live Action,Fantasy,200000000,234770996,255588055,490359051.0,March
310,2013-05-16,2013,Star Trek Into Darkness,Adventure,Live Action,Science Fiction,190000000,228778661,238602923,467381584.0,May
311,2013-11-08,2013,Thor: The Dark World,Action,Live Action,Super Hero,150000000,206362140,438240376,644602516.0,November
312,2013-06-21,2013,World War Z,Action,Live Action,Science Fiction,190000000,202359711,329154939,531514650.0,June
313,2013-03-22,2013,The Croods,Adventure,Digital Animation,Kids Fiction,135000000,187168425,385900000,573068425.0,March
314,2013-06-28,2013,The Heat,Comedy,Live Action,Contemporary Fiction,43000000,159581587,70146187,229727774.0,June
315,2013-08-07,2013,We're the Millers,Comedy,Live Action,Contemporary Fiction,37000000,150394119,117422157,267816276.0,August
316,2013-12-13,2013,American Hustle,Black Comedy,Live Action,Dramatization,40000000,150098456,107760487,257858943.0,December
317,2013-05-10,2013,The Great Gatsby,Drama,Live Action,Historical Fiction,190000000,144840419,208800000,353640419.0,May
318,2013-07-19,2013,The Conjuring,Horror,Live Action,Fantasy,20000000,137400141,180472834,317872975.0,July
319,2013-02-08,2013,Identity Thief,Comedy,Live Action,Contemporary Fiction,35000000,134506920,40854658,175361578.0,February
320,2013-07-12,2013,Grown Ups 2,Comedy,Live Action,Contemporary Fiction,80000000,133668525,113355283,247023808.0,July
321,2013-07-26,2013,The Wolverine,Action,Live Action,Super Hero,115000000,132556852,283900000,416456852.0,July
322,2013-12-18,2013,Anchorman 2: The Legend Continues,Comedy,Live Action,Historical Fiction,50000000,127413176,44833047,172246223.0,December
323,2013-12-25,2013,Lone Survivor,Action,Live Action,Dramatization,40000000,125095601,24709031,149804632.0,December
324,2013-03-27,2013,G.I. Joe: Retaliation,Action,Animation/Live Action,Contemporary Fiction,140000000,122523060,253217645,375740705.0,March
325,2013-09-27,2013,Cloudy with a Chance of Meatballs 2,Adventure,Digital Animation,Kids Fiction,78000000,119793567,154599082,274392649.0,September
326,2013-05-31,2013,Now You See Me,Thriller/Suspense,Live Action,Contemporary Fiction,75000000,117723989,225045211,342769200.0,May
327,2013-12-25,2013,The Wolf of Wall Street,Black Comedy,Live Action,Dramatization,100000000,116949183,272969720,389918903.0,December
328,2013-08-16,2013,Lee Daniels' The Butler,Drama,Live Action,Dramatization,30000000,116632095,60393403,177025498.0,August
329,2013-05-23,2013,The Hangover 3,Comedy,Live Action,Contemporary Fiction,103000000,112200072,249800000,362000072.0,May
330,2013-05-24,2013,Epic,Adventure,Digital Animation,Kids Fiction,100000000,107518682,155275759,262794441.0,May
331,2013-10-11,2013,Captain Phillips,Drama,Live Action,Dramatization,55000000,107136417,113511767,220648184.0,October
332,2013-10-25,2013,Jackass Presents: Bad Grandpa,Comedy,Live Action,Factual,15000000,102003019,58900000,160903019.0,October
333,2013-07-12,2013,Pacific Rim,Action,Live Action,Science Fiction,190000000,101802906,309200000,411002906.0,July
334,2013-06-12,2013,This is the End,Comedy,Live Action,Science Fiction,32000000,101470202,25068915,126539117.0,June
335,2013-03-22,2013,Olympus Has Fallen,Thriller/Suspense,Live Action,Contemporary Fiction,70000000,98927592,73951336,172878928.0,March
336,2013-04-12,2013,42,Drama,Live Action,Dramatization,31000000,95020213,2450488,97470701.0,April
337,2013-08-09,2013,Elysium,Action,Live Action,Science Fiction,120000000,93050117,193141974,286192091.0,August
338,2013-08-09,2013,Disney Planes,Adventure,Digital Animation,Kids Fiction,50000000,90282580,147776989,238059569.0,August
339,2013-07-02,2013,The Lone Ranger,Western,Live Action,Historical Fiction,225000000,89302115,170700000,260002115.0,July
340,2013-04-19,2013,Oblivion,Thriller/Suspense,Live Action,Science Fiction,120000000,89107235,198809398,287916633.0,April
341,2013-09-13,2013,Insidious Chapter 2,Horror,Live Action,Contemporary Fiction,5000000,83586447,78335068,161921515.0,September
342,2013-12-13,2013,Saving Mr. Banks,Drama,Live Action,Dramatization,35000000,83299761,31662764,114962525.0,December
343,2013-07-17,2013,Turbo,Adventure,Digital Animation,Kids Fiction,135000000,83028130,203868448,286896578.0,July
344,2013-08-02,2013,2 Guns,Action,Live Action,Contemporary Fiction,61000000,75612460,56880555,132493015.0,August
345,2013-06-28,2013,White House Down,Thriller/Suspense,Live Action,Contemporary Fiction,150000000,73103784,132336603,205440387.0,June
346,2013-01-18,2013,Mama,Horror,Live Action,Fantasy,15000000,71628180,76467386,148095566.0,January
347,2013-02-14,2013,Safe Haven,Drama,Live Action,Contemporary Fiction,28000000,71399120,22651831,94050951.0,February
348,2013-07-31,2013,The Smurfs 2,Adventure,Animation/Live Action,Kids Fiction,110000000,71017784,277529739,348547523.0,July
349,2013-11-15,2013,The Best Man Holiday,Comedy,Live Action,Contemporary Fiction,17000000,70525195,2310515,72835710.0,November
350,2013-08-07,2013,Percy Jackson: Sea of Monsters,Adventure,Animation/Live Action,Fantasy,90000000,68559554,132300000,200859554.0,August
351,2013-02-14,2013,A Good Day to Die Hard,Action,Live Action,Contemporary Fiction,92000000,67349198,236900000,304249198.0,February
352,2013-02-01,2013,Warm Bodies,Romantic Comedy,Live Action,Fantasy,30000000,66380662,48740946,115121608.0,February
353,2013-03-01,2013,Jack the Giant Slayer,Adventure,Animation/Live Action,Fantasy,195000000,65187603,132500000,197687603.0,March
354,2013-06-07,2013,The Purge,Horror,Live Action,Science Fiction,3000000,64473115,26793466,91266581.0,June
355,2013-01-28,2013,Last Vegas,Comedy,Live Action,Contemporary Fiction,28000000,63914167,49000000,112914167.0,January
356,2013-11-01,2013,Ender's Game,Adventure,Live Action,Science Fiction,110000000,61737191,66246092,127983283.0,November
357,2013-09-20,2013,Prisoners,Thriller/Suspense,Live Action,Contemporary Fiction,46000000,61002302,52400000,113402302.0,September
358,2013-05-31,2013,After Earth,Action,Live Action,Science Fiction,130000000,60522097,190977568,251499665.0,May
359,2013-12-25,2013,The Secret Life of Walter Mitty,Adventure,Live Action,Contemporary Fiction,91000000,58236838,129624345,187861183.0,December
360,2013-02-15,2013,Escape From Planet Earth,Adventure,Digital Animation,Kids Fiction,40000000,57012977,17143633,74156610.0,February
361,2013-10-18,2013,12 Years a Slave,Drama,Live Action,Historical Fiction,20000000,56671993,124118763,180790756.0,October
362,2013-11-01,2013,Free Birds,Adventure,Digital Animation,Kids Fiction,55000000,55750480,54636592,110387072.0,November
363,2013-01-25,2013,Hansel & Gretel: Witch Hunters,Action,Live Action,Contemporary Fiction,50000000,55703475,159246241,214949716.0,January
364,2013-04-05,2013,Evil Dead,Horror,Live Action,Fantasy,17000000,54239856,43538500,97778356.0,April
365,2013-07-19,2013,RED 2,Action,Live Action,Contemporary Fiction,84000000,53262560,88244795,141507355.0,July
366,2013-12-13,2013,Tyler Perry's A Madea Christmas,Comedy,Live Action,Contemporary Fiction,25000000,52543354,0,52543354.0,December
367,2013-03-29,2013,Tyler Perryâs Temptation,Drama,Live Action,Contemporary Fiction,37000000,51975354,1167790,53143144.0,March
368,2013-03-15,2013,The Call,Thriller/Suspense,Live Action,Contemporary Fiction,12800000,51872378,17949098,69821476.0,March
369,2013-04-26,2013,Pain & Gain,Action,Live Action,Contemporary Fiction,26000000,49875291,31400000,81275291.0,April
370,2013-01-11,2013,Gangster Squad,Drama,Live Action,Dramatization,60000000,46000903,58100000,104100903.0,January
371,2013-06-07,2013,The Internship,Comedy,Live Action,Contemporary Fiction,58000000,44672764,49000000,93672764.0,June
372,2013-08-30,2013,No se Aceptan Devoluciones,Comedy,Live Action,Contemporary Fiction,5000000,44467206,56019410,100486616.0,August
373,2013-02-22,2013,Snitch,Thriller/Suspense,Live Action,Contemporary Fiction,15000000,42930462,14977272,57907734.0,February
374,2013-09-06,2013,Riddick,Action,Live Action,Science Fiction,38000000,42025135,52738623,94763758.0,September
375,2013-01-11,2013,A Haunted House,Comedy,Live Action,Multiple Creative Types,2500000,40041683,19880875,59922558.0,January
376,2013-12-25,2013,47 Ronin,Action,Live Action,Fantasy,175000000,38362475,113354340,151716815.0,December
377,2013-12-25,2013,August: Osage County,Black Comedy,Live Action,Contemporary Fiction,25000000,37738810,13000000,50738810.0,December
