,title,production_year,budget,dom_gross,int_gross,creative_type,prod_method,genre
0,Madea's Family Reunion,2006,10000000,63257940,62581,Contemporary Fiction,Live Action,Comedy
1,Krrish,2006,10000000,1430721,31000000,Science Fiction,Live Action,Action
2,End of the Spear,2006,10000000,11748661,175380,Historical Fiction,Live Action,Drama
3,A Prairie Home Companion,2006,10000000,20342852,6373339,Contemporary Fiction,Live Action,Comedy
4,Saw III,2006,10000000,80238724,83638091,Contemporary Fiction,Live Action,Horror
5,Employee of the Month,2006,10000000,28444855,9920000,Contemporary Fiction,Live Action,Comedy
6,Edmond,2006,10000000,131719,110000,Contemporary Fiction,Live Action,Black Comedy
7,Peaceful Warrior,2006,10000000,2893666,366513,Dramatization,Live Action,Drama
8,Turistas,2006,10000000,7027762,7293308,Contemporary Fiction,Live Action,Thriller/Suspense
9,Kabhi Alvida Naa Kehna,2006,10750000,3275443,29300000,Contemporary Fiction,Live Action,Drama
10,Jackass: Number Two,2006,11000000,72778712,12500000,Factual,Live Action,Comedy
11,Copying Beethoven,2006,11000000,355968,6230356,Dramatization,Live Action,Drama
12,For Your Consideration,2006,12000000,5549923,0,Contemporary Fiction,Live Action,Comedy
13,Crank,2006,12000000,27838408,16086515,Contemporary Fiction,Live Action,Action
14,Fateless,2006,12000000,196857,0,Historical Fiction,Live Action,Drama
15,Running With Scissors,2006,12000000,6860000,1846701,Dramatization,Live Action,Comedy
16,Step Up,2006,12000000,65328121,45661036,Contemporary Fiction,Live Action,Drama
17,Find Me Guilty,2006,13000000,1173673,1724552,Dramatization,Live Action,Drama
18,Infamous,2006,13000000,1151330,1462387,Dramatization,Live Action,Drama
19,Letters from Iwo Jima,2006,13000000,13756082,54111916,Historical Fiction,Live Action,Drama
20,Little Children,2006,14000000,5463019,8658158,Contemporary Fiction,Live Action,Drama
21,Catch a Fire,2006,14000000,4299773,1482425,Dramatization,Live Action,Thriller/Suspense
22,Bobby,2006,14000000,11242801,9355005,Dramatization,Live Action,Drama
23,An American Haunting,2006,14000000,16298046,14145231,Historical Fiction,Live Action,Horror
24,Manderlay,2006,14200000,74205,469101,Historical Fiction,Live Action,Drama
25,Idlewild,2006,15000000,12669914,0,Historical Fiction,Live Action,Musical
26,The Marine,2006,15000000,18844784,3320824,Contemporary Fiction,Live Action,Action
27,The Queen,2006,15000000,56441711,72444162,Dramatization,Live Action,Drama
28,Flicka,2006,15000000,21000147,896220,Contemporary Fiction,Live Action,Drama
29,Hoot,2006,15000000,8117637,107361,Contemporary Fiction,Live Action,Adventure
30,When a Stranger Calls,2006,15000000,47860214,19355221,Contemporary Fiction,Live Action,Horror
31,Slither,2006,15250000,7802450,5127893,Science Fiction,Live Action,Horror
32,El Laberinto del Fauno,2006,16000000,37634615,49406954,Historical Fiction,Live Action,Horror
33,The Texas Chainsaw Massacre: The Beginning,2006,16000000,39517763,11000000,Historical Fiction,Live Action,Horror
34,The Illusionist,2006,16500000,39868642,43923420,Historical Fiction,Live Action,Drama
35,FUR: An Imaginary Portrait of Diane Arbus,2006,16800000,223202,2057887,Dramatization,Live Action,Drama
36,The Hills Have Eyes,2006,17000000,41778863,28576950,Contemporary Fiction,Live Action,Horror
37,American Dreamz,2006,17000000,7314027,9196944,Contemporary Fiction,Live Action,Black Comedy
38,Larry the Cable Guy: Health Inspector,2006,17000000,15680099,0,Contemporary Fiction,Live Action,Comedy
39,ATL,2006,17000000,21170563,0,Contemporary Fiction,Live Action,Comedy
40,Running Scared,2006,17000000,6855137,2873951,Contemporary Fiction,Live Action,Action
41,Beerfest,2006,17500000,19185184,974132,Contemporary Fiction,Live Action,Comedy
42,United 93,2006,18000000,31567134,46067901,Dramatization,Live Action,Drama
43,Borat,2006,18000000,128505958,132937284,Contemporary Fiction,Live Action,Comedy
44,Renaissance,2006,18000000,70644,2330769,Science Fiction,Digital Animation,Action
45,Indigènes,2006,18900000,320700,25742872,Historical Fiction,Live Action,Drama
46,The Painted Veil,2006,19400000,8060487,7058308,Historical Fiction,Live Action,Drama
47,Doogal,2006,20000000,7578946,20479706,Kids Fiction,Digital Animation,Adventure
48,The Proposition,2006,20000000,1903434,3410174,Historical Fiction,Live Action,Drama
49,Stay Alive,2006,20000000,23086480,101026,Contemporary Fiction,Live Action,Horror
50,One Night with the King,2006,20000000,13395961,329071,Historical Fiction,Live Action,Drama
51,School for Scoundrels,2006,20000000,17807569,0,Contemporary Fiction,Live Action,Comedy
52,Date Movie,2006,20000000,48548426,36597739,Contemporary Fiction,Live Action,Comedy
53,The Covenant,2006,20000000,23364784,14800000,Contemporary Fiction,Live Action,Thriller/Suspense
54,Stick It,2006,20000000,26910736,3488978,Contemporary Fiction,Live Action,Comedy
55,Man of the Year,2006,20000000,37442180,3900000,Contemporary Fiction,Live Action,Comedy
56,A Scanner Darkly,2006,20000000,5501616,1903468,Science Fiction,Rotoscoping,Thriller/Suspense
57,Babel,2006,20000000,34302837,97818375,Contemporary Fiction,Live Action,Drama
58,The Grudge 2,2006,20000000,39143839,31600000,Contemporary Fiction,Live Action,Horror
59,Pulse,2006,20500000,20264436,9976999,Contemporary Fiction,Live Action,Horror
60,Joyeux Noël,2006,22000000,1054361,22079714,Dramatization,Live Action,Drama
61,Rocky Balboa,2006,24000000,70269899,85959151,Contemporary Fiction,Live Action,Drama
62,Unaccompanied Minors,2006,25000000,16655224,5315607,Contemporary Fiction,Live Action,Adventure
63,BloodRayne,2006,25000000,2405420,1306213,Fantasy,Live Action,Action
64,The Omen,2006,25000000,54607383,64688201,Contemporary Fiction,Live Action,Horror
65,She's the Man,2006,25000000,33889159,21390449,Contemporary Fiction,Live Action,Romantic Comedy
66,Nanny McPhee,2006,25000000,47279279,81466299,Fantasy,Live Action,Adventure
67,Final Destination 3,2006,25000000,54098051,58700000,Fantasy,Live Action,Horror
68,Lucky Number Slevin,2006,27000000,22495466,33000000,Contemporary Fiction,Live Action,Thriller/Suspense
69,Notes on a Scandal,2006,27500000,17510118,33068293,Contemporary Fiction,Live Action,Drama
70,Just My Luck,2006,28000000,17326650,20833255,Contemporary Fiction,Live Action,Romantic Comedy
71,Miss Potter,2006,30000000,3005605,32885652,Dramatization,Live Action,Drama
72,Gridiron Gang,2006,30000000,38432823,3025011,Dramatization,Live Action,Drama
73,Stranger Than Fiction,2006,30000000,40435190,13137632,Contemporary Fiction,Live Action,Comedy
74,Ultraviolet,2006,30000000,18522064,12440048,Science Fiction,Live Action,Action
75,My Super Ex-Girlfriend,2006,30000000,22530295,38242561,Super Hero,Live Action,Comedy
76,Wu ji,2006,30000000,669625,35200309,Fantasy,Live Action,Action
77,Take the Lead,2006,30000000,34742066,30648427,Dramatization,Live Action,Drama
78,Glory Road,2006,30000000,42647449,151611,Dramatization,Live Action,Drama
79,Nacho Libre,2006,32000000,80197993,19098469,Contemporary Fiction,Live Action,Comedy
80,The Good German,2006,32000000,1308696,5369337,Historical Fiction,Live Action,Drama
81,Snakes on a Plane,2006,33000000,34020814,28000000,Contemporary Fiction,Live Action,Thriller/Suspense
82,Goal! The Dream Begins,2006,33000000,4283255,23327618,Contemporary Fiction,Live Action,Drama
83,The Fountain,2006,35000000,10144010,5317628,Science Fiction,Live Action,Drama
84,Bandidas,2006,35000000,0,19282590,Historical Fiction,Live Action,Western
85,The Nativity Story,2006,35000000,37629831,8679813,Dramatization,Live Action,Drama
86,The Benchwarmers,2006,35000000,59843754,5219972,Contemporary Fiction,Live Action,Comedy
87,The Devil Wears Prada,2006,35000000,124740460,201332695,Contemporary Fiction,Live Action,Comedy
88,Zoom,2006,35000000,11989328,516860,Super Hero,Live Action,Adventure
89,A Good Year,2006,35000000,7459300,34604805,Contemporary Fiction,Live Action,Drama
90,Marie Antoinette,2006,40000000,15962471,44900000,Dramatization,Live Action,Drama
91,Big Momma's House 2,2006,40000000,70165972,66881404,Contemporary Fiction,Live Action,Comedy
92,Alex Rider: Operation Stormbreaker,2006,40000000,659210,20063240,Contemporary Fiction,Live Action,Action
93,Eight Below,2006,40000000,81612565,38843429,Contemporary Fiction,Live Action,Adventure
94,The Lake House,2006,40000000,52330111,62500000,Fantasy,Live Action,Drama
95,Scary Movie 4,2006,40000000,90710620,88000000,Contemporary Fiction,Live Action,Comedy
96,Apocalypto,2006,40000000,50866635,70165637,Historical Fiction,Live Action,Action
97,Invincible,2006,40000000,57806952,694175,Dramatization,Live Action,Drama
98,The Prestige,2006,40000000,53089891,51317475,Historical Fiction,Live Action,Thriller/Suspense
99,Music and Lyrics,2006,40000000,50572589,95624296,Contemporary Fiction,Live Action,Romantic Comedy
100,Les Bronzés 3: amis pour la vie,2006,42000000,0,83833602,Contemporary Fiction,Live Action,Comedy
101,Underworld: Evolution,2006,45000000,62318875,51098887,Fantasy,Live Action,Action
102,The Ant Bully,2006,45000000,28142535,21468363,Kids Fiction,Digital Animation,Adventure
103,Man cheng jin dai huang jin jia,2006,45000000,6566773,70337656,Historical Fiction,Live Action,Action
104,Last Holiday,2006,45000000,38399961,4943286,Contemporary Fiction,Live Action,Comedy
105,16 Blocks,2006,45000000,36895141,28700000,Contemporary Fiction,Live Action,Action
106,Happily N'Ever After,2006,47000000,15849032,22074786,Kids Fiction,Digital Animation,Adventure
107,Failure to Launch,2006,50000000,88715192,39687709,Contemporary Fiction,Live Action,Romantic Comedy
108,Silent Hill,2006,50000000,46982632,47721595,Contemporary Fiction,Live Action,Horror
109,V for Vendetta,2006,50000000,70511035,59703127,Science Fiction,Live Action,Action
110,Inside Man,2006,50000000,88634237,97164028,Contemporary Fiction,Live Action,Thriller/Suspense
111,Firewall,2006,50000000,48751189,34000000,Contemporary Fiction,Live Action,Thriller/Suspense
112,Deck the Halls,2006,51000000,35093569,11722238,Contemporary Fiction,Live Action,Comedy
113,Barnyard: The Original Party Animals,2006,51000000,72779000,45804844,Kids Fiction,Digital Animation,Adventure
114,The Break-Up,2006,52000000,118703275,87024032,Contemporary Fiction,Live Action,Romantic Comedy
115,Flags of Our Fathers,2006,53000000,33602376,30055565,Historical Fiction,Live Action,Drama
116,"You, Me and Dupree",2006,54000000,75802010,54600000,Contemporary Fiction,Live Action,Comedy
117,R.V.,2006,55000000,71724497,15748527,Contemporary Fiction,Live Action,Adventure
118,The Pursuit of Happyness,2006,55000000,162586036,144725057,Dramatization,Live Action,Drama
119,All the King's Men,2006,55000000,7221458,2300000,Historical Fiction,Live Action,Drama
120,The Shaggy Dog,2006,60000000,61123569,26000000,Fantasy,Live Action,Comedy
121,The Black Dahlia,2006,60000000,22672813,26565712,Historical Fiction,Live Action,Thriller/Suspense
122,Flyboys,2006,60000000,13090630,1725749,Dramatization,Live Action,Drama
123,The Sentinel,2006,60000000,36280697,41800000,Contemporary Fiction,Live Action,Thriller/Suspense
124,Perfume: The Story of a Murderer,2006,63700000,2223293,131380170,Historical Fiction,Live Action,Drama
125,Little Man,2006,64000000,58636047,43000000,Contemporary Fiction,Live Action,Comedy
126,We Are Marshall,2006,65000000,43545364,0,Dramatization,Live Action,Drama
127,World Trade Center,2006,65000000,70278893,93016761,Dramatization,Live Action,Drama
128,The Guardian,2006,70000000,55011732,39961808,Contemporary Fiction,Live Action,Action
129,Basic Instinct 2,2006,70000000,5946136,29471026,Contemporary Fiction,Live Action,Thriller/Suspense
130,Talladega Nights: The Ballad of Ricky Bobby,2006,73000000,148213377,14657148,Contemporary Fiction,Live Action,Comedy
131,Ice Age: The Meltdown,2006,75000000,195330621,456568661,Kids Fiction,Digital Animation,Adventure
132,Monster House,2006,75000000,73661010,67606360,Kids Fiction,Digital Animation,Adventure
133,Lady in the Water,2006,75000000,42285169,30500000,Fantasy,Live Action,Drama
134,Dreamgirls,2006,75000000,103365956,52342739,Historical Fiction,Live Action,Musical
135,Children of Men,2006,76000000,35552383,34292628,Science Fiction,Live Action,Thriller/Suspense
136,Arthur et les Minimoys,2006,80000000,15132763,98192980,Fantasy,Animation/Live Action,Adventure
137,The Pink Panther,2006,80000000,82226474,76700000,Historical Fiction,Live Action,Adventure
138,The Wild,2006,80000000,37384046,61626621,Contemporary Fiction,Digital Animation,Adventure
139,Déjà Vu,2006,80000000,64038616,117000000,Science Fiction,Live Action,Thriller/Suspense
140,Click,2006,82500000,137355633,100329456,Fantasy,Live Action,Comedy
141,Charlotte's Web,2006,82500000,82985708,61000000,Fantasy,Live Action,Drama
142,Happy Feet,2006,85000000,198000317,187000000,Kids Fiction,Digital Animation,Adventure
143,The Holiday,2006,85000000,63280000,141910324,Contemporary Fiction,Live Action,Romantic Comedy
144,The Fast and the Furious: Tokyo Drift,2006,85000000,62615510,95178695,Contemporary Fiction,Live Action,Action
145,Open Season,2006,85000000,85105259,106826899,Kids Fiction,Digital Animation,Adventure
146,The Departed,2006,90000000,132384315,157276304,Contemporary Fiction,Live Action,Drama
147,Blood Diamond,2006,100000000,57377916,114000000,Historical Fiction,Live Action,Action
148,Eragon,2006,100000000,75030163,174457952,Fantasy,Animation/Live Action,Adventure
149,Casino Royale,2006,102000000,167365000,427055283,Contemporary Fiction,Live Action,Action
150,Night at the Museum,2006,110000000,250863268,328583139,Kids Fiction,Live Action,Adventure
151,The Da Vinci Code,2006,125000000,217536138,550284321,Contemporary Fiction,Live Action,Thriller/Suspense
152,Miami Vice,2006,135000000,63478838,100339718,Contemporary Fiction,Live Action,Action
153,Flushed Away,2006,149000000,64665672,114691454,Kids Fiction,Digital Animation,Adventure
154,Mission: Impossible III,2006,150000000,133501348,264000000,Contemporary Fiction,Live Action,Action
155,Bee Movie,2006,150000000,126631277,160963300,Kids Fiction,Digital Animation,Adventure
156,Poseidon,2006,160000000,60674817,121000000,Contemporary Fiction,Live Action,Adventure
157,X-Men: The Last Stand,2006,210000000,234362462,224898484,Super Hero,Live Action,Action
158,Pirates of the Caribbean: Dead Man’s Chest,2006,225000000,423315812,642900000,Historical Fiction,Live Action,Adventure
159,Superman Returns,2006,232000000,200120000,173965065,Super Hero,Live Action,Adventure
160,Saw IV,2007,10000000,63300095,72459599,Contemporary Fiction,Live Action,Horror
161,Rescue Dawn,2007,10000000,5490423,1547463,Historical Fiction,Live Action,Action
162,The Brothers Solomon,2007,10000000,900926,0,Contemporary Fiction,Live Action,Comedy
163,Severance,2007,10000000,137221,5812781,Contemporary Fiction,Live Action,Comedy
164,White Noise 2: The Light,2007,10000000,0,8243567,Fantasy,Live Action,Horror
165,Reno 911!: Miami,2007,10000000,20342161,1509201,Contemporary Fiction,Live Action,Comedy
166,King of California,2007,10000000,268461,896641,Contemporary Fiction,Live Action,Drama
167,Blonde Ambition,2007,10000000,6422,1531057,Contemporary Fiction,Live Action,Comedy
168,The Ten Commandments,2007,10000000,952820,99087,Historical Fiction,Digital Animation,Adventure
169,September Dawn,2007,10100000,1066555,0,Dramatization,Live Action,Drama
170,In the Land of Women,2007,10500000,11052958,3087444,Contemporary Fiction,Live Action,Comedy
171,Jindabyne,2007,10800000,399879,2462665,Contemporary Fiction,Live Action,Drama
172,Romance and Cigarettes,2007,11000000,551002,2680249,Contemporary Fiction,Live Action,Comedy
173,St. Trinian’s,2007,11400000,15000,29815239,Contemporary Fiction,Live Action,Comedy
174,Gwoemul,2007,12000000,2201923,90416194,Science Fiction,Live Action,Action
175,1612,2007,12000000,0,5400624,,,
176,Trade,2007,12000000,214202,1299186,Dramatization,Live Action,Drama
177,Lars and the Real Girl,2007,12500000,5956480,5320639,Contemporary Fiction,Live Action,Comedy
178,Resurrecting the Champ,2007,13000000,3172382,88173,Contemporary Fiction,Live Action,Drama
179,This Christmas,2007,13000000,49121934,611611,Contemporary Fiction,Live Action,Drama
180,The Astronaut Farmer,2007,13000000,11003643,137570,Contemporary Fiction,Live Action,Drama
181,The Mist,2007,13000000,25593755,31595653,Science Fiction,Live Action,Horror
182,I Think I Love My Wife,2007,14000000,12559771,645640,Contemporary Fiction,Live Action,Romantic Comedy
183,Stomp the Yard,2007,14000000,61356221,14169497,Contemporary Fiction,Live Action,Drama
184,Le Scaphandre et le Papillon,2007,14000000,5990075,16764397,Dramatization,Live Action,Drama
185,Halloween,2007,15000000,58269151,19245250,Fantasy,Live Action,Horror
186,Black Snake Moan,2007,15000000,9396870,1554283,Contemporary Fiction,Live Action,Drama
187,The Hills Have Eyes II,2007,15000000,20804166,16662372,Fantasy,Live Action,Horror
188,Why Did I Get Married?,2007,15000000,55204525,729653,Contemporary Fiction,Live Action,Romantic Comedy
189,Se jie,2007,15000000,4604982,60562448,Historical Fiction,Live Action,Drama
190,A Mighty Heart,2007,15000000,9176787,9976781,Dramatization,Live Action,Drama
191,28 Weeks Later,2007,15000000,28638916,35593798,Science Fiction,Live Action,Horror
192,The Great Debaters,2007,15000000,30226144,35149,Dramatization,Live Action,Drama
193,Blood and Chocolate,2007,15000000,3526588,3024722,Fantasy,Live Action,Horror
194,The Pirates Who Don't Do Anything: A VeggieTales Movie,2007,15000000,12981269,267175,Kids Fiction,Digital Animation,Adventure
195,The Good Night,2007,15000000,22441,0,Contemporary Fiction,Live Action,Romantic Comedy
196,La Môme,2007,15500000,10299782,78312055,Dramatization,Live Action,Drama
197,Slow Burn,2007,15500000,1237615,0,Contemporary Fiction,Live Action,Thriller/Suspense
198,The Messengers,2007,16000000,35374833,18400000,Fantasy,Live Action,Horror
199,Hot Fuzz,2007,16000000,23618786,58123832,Contemporary Fiction,Live Action,Comedy
200,Things We Lost in the Fire,2007,16000000,3287315,4832833,Contemporary Fiction,Live Action,Drama
201,Becoming Jane,2007,16500000,18663911,20716965,Dramatization,Live Action,Romantic Comedy
202,Arn - Tempelriddaren,2007,16500000,0,21404122,Historical Fiction,Live Action,Action
203,Sydney White,2007,16500000,11892415,1743924,Contemporary Fiction,Live Action,Comedy
204,Smokin' Aces,2007,17000000,35662731,21600709,Contemporary Fiction,Live Action,Comedy
205,Southland Tales,2007,17000000,275380,89227,Contemporary Fiction,Live Action,Musical
206,Taxi 4,2007,17500000,0,60865364,,,
207,Superbad,2007,17500000,121463226,48491916,Contemporary Fiction,Live Action,Comedy
208,"Gone, Baby, Gone",2007,19000000,20300218,14051944,Contemporary Fiction,Live Action,Drama
209,Code Name: The Cleaner,2007,20000000,8135024,0,Contemporary Fiction,Live Action,Comedy
210,Reign Over Me,2007,20000000,19661987,420000,Historical Fiction,Live Action,Drama
211,Nancy Drew,2007,20000000,25584685,5119160,Contemporary Fiction,Live Action,Thriller/Suspense
212,Dead Silence,2007,20000000,16574590,4040071,Contemporary Fiction,Live Action,Horror
213,Into the Wild,2007,20000000,18354356,38468604,Contemporary Fiction,Live Action,Drama
214,Disturbia,2007,20000000,80818974,37718653,Contemporary Fiction,Live Action,Thriller/Suspense
215,Georgia Rule,2007,20000000,18882880,1936721,Contemporary Fiction,Live Action,Drama
216,The Kite Runner,2007,20000000,15800078,58380667,Contemporary Fiction,Live Action,Drama
217,I’m Not There,2007,20000000,4017609,8380004,Dramatization,Live Action,Drama
218,Death Sentence,2007,20000000,9534258,7373573,Contemporary Fiction,Live Action,Action
219,Epic Movie,2007,20000000,39739367,47119211,Contemporary Fiction,Live Action,Comedy
220,Premonition,2007,20000000,47852604,33608739,Contemporary Fiction,Live Action,Thriller/Suspense
221,Death at a Funeral,2007,20000000,8580428,38210000,Contemporary Fiction,Live Action,Comedy
222,Freedom Writers,2007,21000000,36605602,7027007,Dramatization,Live Action,Drama
223,Michael Clayton,2007,21500000,49033882,43953769,Contemporary Fiction,Live Action,Drama
224,Molière,2007,21600000,635733,155421,Dramatization,Live Action,Comedy
225,The Game Plan,2007,22000000,90648202,55942785,Contemporary Fiction,Live Action,Comedy
226,Zwartboek,2007,22000000,4398532,22839822,Historical Fiction,Live Action,Thriller/Suspense
227,1408,2007,22500000,71985628,59277742,Contemporary Fiction,Live Action,Horror
228,In the Valley of Elah,2007,23000000,6777741,17711409,Dramatization,Live Action,Drama
229,Flood,2007,24000000,0,4084232,,Live Action,
230,Hitman,2007,24000000,39687694,59447877,Contemporary Fiction,Live Action,Action
231,War,2007,25000000,22486409,18200000,Contemporary Fiction,Live Action,Action
232,Mr. Bean’s Holiday,2007,25000000,33302167,201679175,Contemporary Fiction,Live Action,Adventure
233,Good Luck Chuck,2007,25000000,35017297,24166524,Contemporary Fiction,Live Action,Romantic Comedy
234,Hot Rod,2007,25000000,13938332,396069,Contemporary Fiction,Live Action,Comedy
235,August Rush,2007,25000000,31664162,34217941,Fantasy,Live Action,Drama
236,No Country for Old Men,2007,25000000,74273505,89762248,Historical Fiction,Live Action,Action
237,There Will Be Blood,2007,25000000,40222514,36986197,Historical Fiction,Live Action,Drama
238,The Hoax,2007,25000000,7164995,0,Dramatization,Live Action,Drama
239,Bridge to Terabithia,2007,25000000,82234139,55750649,Fantasy,Live Action,Drama
240,Martian Child,2007,27000000,7500310,1851779,Contemporary Fiction,Live Action,Drama
241,Knocked Up,2007,27500000,148761765,70504187,Contemporary Fiction,Live Action,Romantic Comedy
242,Rendition,2007,27500000,9736045,17203880,Contemporary Fiction,Live Action,Thriller/Suspense
243,Alatriste,2007,28000000,0,22860477,Historical Fiction,Live Action,Adventure
244,We Own the Night,2007,28000000,28563179,26744678,Contemporary Fiction,Live Action,Drama
245,No Reservations,2007,28000000,43107979,48835977,Contemporary Fiction,Live Action,Romantic Comedy
246,DOA: Dead or Alive,2007,30000000,480314,7275372,Fantasy,Live Action,Action
247,P.S. I Love You,2007,30000000,53695808,102073870,Contemporary Fiction,Live Action,Romantic Comedy
248,30 Days of Night,2007,30000000,39568996,40707160,Fantasy,Live Action,Horror
249,Genghis Khan: To the Ends of the Earth and Sea,2007,30000000,3892,4870606,Historical Fiction,Live Action,Drama
250,Atonement,2007,30000000,50980159,78799569,Historical Fiction,Live Action,Drama
251,Evening,2007,30000000,12406646,478928,Contemporary Fiction,Live Action,Drama
252,Goodbye Bafana,2007,30000000,0,2717302,Dramatization,Live Action,Drama
253,The Assassination of Jesse James by the Coward Robert Ford,2007,30000000,3909149,11404482,Dramatization,Live Action,Western
254,The Number 23,2007,32000000,35193167,42400000,Contemporary Fiction,Live Action,Thriller/Suspense
255,Dragon Wars: D-War,2007,32000000,10977721,68937640,Fantasy,Live Action,Action
256,TMNT,2007,35000000,54149098,41946920,Science Fiction,Digital Animation,Action
257,Lions for Lambs,2007,35000000,14998070,48213018,Contemporary Fiction,Live Action,Drama
258,Walk Hard: The Dewey Cox Story,2007,35000000,18317151,2288902,Historical Fiction,Live Action,Comedy
259,License to Wed,2007,35000000,43799818,26387270,Contemporary Fiction,Live Action,Romantic Comedy
260,Virgin Territory,2007,38000000,0,5473041,Historical Fiction,Live Action,Drama
261,Because I Said So,2007,39000000,42674040,26864793,Contemporary Fiction,Live Action,Comedy
262,Shoot 'Em Up,2007,39000000,12796824,14000000,Contemporary Fiction,Live Action,Action
263,Aliens vs. Predator - Requiem,2007,40000000,41797066,87087428,Science Fiction,Live Action,Action
264,The Hunting Party,2007,40000000,876671,6852881,Dramatization,Live Action,Adventure
265,The Reaping,2007,40000000,25126214,37100000,Fantasy,Live Action,Horror
266,Nomad,2007,40000000,79123,0,Historical Fiction,Live Action,Drama
267,The Water Horse: Legend of the Deep,2007,40000000,40412817,63016938,Fantasy,Live Action,Drama
268,Sunshine,2007,40000000,3688560,28342050,Science Fiction,Live Action,Thriller/Suspense
269,Love in the Time of Cholera,2007,45000000,4617608,26459810,Historical Fiction,Live Action,Drama
270,The Bucket List,2007,45000000,93466502,81340943,Contemporary Fiction,Live Action,Comedy
271,Resident Evil: Extinction,2007,45000000,50648679,99222424,Science Fiction,Live Action,Action
272,Across the Universe,2007,45000000,24343673,5023470,Historical Fiction,Live Action,Musical
273,3:10 to Yuma,2007,48000000,53606916,17564909,Historical Fiction,Live Action,Western
274,Hannibal Rising,2007,50000000,27669725,52913586,Historical Fiction,Live Action,Thriller/Suspense
275,Eastern Promises,2007,50000000,17181265,38895823,Contemporary Fiction,Live Action,Thriller/Suspense
276,Grindhouse,2007,53000000,25031037,25156752,Fantasy,Live Action,Horror
277,Elizabeth: The Golden Age,2007,55000000,16285240,58585626,Dramatization,Live Action,Drama
278,Alvin and the Chipmunks,2007,55000000,217326974,145278059,Kids Fiction,Animation/Live Action,Adventure
279,Lucky You,2007,55000000,5755286,766543,Historical Fiction,Live Action,Drama
280,Wild Hogs,2007,60000000,168213584,85341799,Contemporary Fiction,Live Action,Comedy
281,300,2007,60000000,210614939,243546996,Historical Fiction,Animation/Live Action,Action
282,Shooter,2007,60000000,47003582,48534978,Contemporary Fiction,Live Action,Thriller/Suspense
283,Blades of Glory,2007,61000000,118594548,27000000,Contemporary Fiction,Live Action,Comedy
284,The Last Legion,2007,67000000,5932060,19425711,Historical Fiction,Live Action,Action
285,The Brave One,2007,70000000,36793804,32998900,Contemporary Fiction,Live Action,Drama
286,Stardust,2007,70000000,38634938,98387307,Fantasy,Live Action,Adventure
287,Next,2007,70000000,18211013,55380487,Science Fiction,Live Action,Action
288,The Simpsons Movie,2007,72500000,183135014,343936008,Contemporary Fiction,Digital Animation,Adventure
289,The Kingdom,2007,72500000,47467250,39042352,Contemporary Fiction,Live Action,Action
290,Hairspray,2007,75000000,118871849,84163723,Historical Fiction,Live Action,Musical
291,Charlie Wilson's War,2007,75000000,66661095,52851676,Dramatization,Live Action,Drama
292,The Invasion,2007,80000000,15074191,25072851,Science Fiction,Live Action,Thriller/Suspense
293,Zodiac,2007,85000000,33080084,50000000,Dramatization,Live Action,Thriller/Suspense
294,Enchanted,2007,85000000,127706877,212677264,Fantasy,Animation/Live Action,Romantic Comedy
295,I Now Pronounce You Chuck and Larry,2007,85000000,119725280,65983182,Contemporary Fiction,Live Action,Comedy
296,Ocean's Thirteen,2007,85000000,117144465,194600000,Contemporary Fiction,Live Action,Adventure
297,American Gangster,2007,100000000,130164645,137820811,Dramatization,Live Action,Drama
298,Surf's Up,2007,100000000,58867694,86528051,Kids Fiction,Digital Animation,Adventure
299,Live Free or Die Hard,2007,110000000,134529403,247758744,Contemporary Fiction,Live Action,Action
300,Ghost Rider,2007,120000000,115802596,113742993,Super Hero,Live Action,Action
301,Fantastic Four: Rise of the Silver Surfer,2007,120000000,131921738,157558953,Super Hero,Live Action,Action
302,The Bourne Ultimatum,2007,130000000,227471070,216572326,Contemporary Fiction,Live Action,Thriller/Suspense
303,I am Legend,2007,150000000,256393010,329139674,Science Fiction,Live Action,Horror
304,Ratatouille,2007,150000000,206445654,420104041,Kids Fiction,Digital Animation,Adventure
305,Harry Potter and the Order of the Phoenix,2007,150000000,292137260,650939197,Fantasy,Animation/Live Action,Adventure
306,Beowulf,2007,150000000,82280579,112800000,Fantasy,Digital Animation,Adventure
307,Transformers,2007,151000000,319246193,389026399,Science Fiction,Animation/Live Action,Action
308,Shrek the Third,2007,160000000,322719944,484610992,Kids Fiction,Digital Animation,Adventure
309,Evan Almighty,2007,175000000,100289690,73841639,Fantasy,Live Action,Comedy
310,Rush Hour 3,2007,180000000,140125968,116459914,Contemporary Fiction,Live Action,Action
311,The Golden Compass,2007,205000000,70107728,297154830,Fantasy,Live Action,Adventure
312,Spider-Man 3,2007,258000000,336530303,558329927,Super Hero,Live Action,Adventure
313,Pirates of the Caribbean: At World’s End,2007,300000000,309420425,654000000,Historical Fiction,Live Action,Adventure
314,Fifty Dead Men Walking,2008,10000000,0,997921,Dramatization,Live Action,Drama
315,The Oxford Murders,2008,10000000,4803,17699328,Contemporary Fiction,Live Action,Thriller/Suspense
316,Nick and Norah's Infinite Playlist,2008,10000000,31487293,2398724,Contemporary Fiction,Live Action,Drama
317,Over Her Dead Body,2008,10000000,7570127,14025947,Fantasy,Live Action,Comedy
318,Kit Kittredge: An American Girl,2008,10000000,17657973,0,Historical Fiction,Live Action,Drama
319,My Blueberry Nights,2008,10000000,866778,21332218,Contemporary Fiction,Live Action,Drama
